,DATA,GRUPO,TIPO,ETAPA,TOTAL_IMPRESSOES,TOTAL_CLIQUES,TOTAL_CUSTO,TOTAL_SESSAO,TOTAL_INSCRICOES,TOTAL_MATRICULADOS,LEADS,CTR,CR,CPS,TX_LEADS,TX_INSCRITOS,CPI,TX_MATRICULADOS,CPMAT,CPA
2,2025-02-01,SEARCH,CURSOS,FUNDO,284606,18839,88262.36459700005,15096,319,37,1367,0.06619326366977506,0.8013164180688996,5.846738513314789,0.09055378908320084,0.02113142554319025,276.6845285172415,0.11598746081504702,2385.469313432434,52.35015693772245
3,2025-02-01,META,META,FUNDO,18852512,82550,181402.22000499998,34592,422,8,2032,0.004378726824308612,0.41904300423985463,5.244051225861471,0.05874190564292322,0.012199352451433857,429.8630805805687,0.018957345971563982,22675.277500624998,73.92103504686226
4,2025-02-01,TIKTOK,TIKTOK,FUNDO,1043233,2784,5460.590000000004,1908,6,1,22,0.002668627238593871,0.6853448275862069,2.8619444444444464,0.011530398322851153,0.0031446540880503146,910.0983333333339,0.16666666666666666,5460.590000000004,195.02107142857156
7,2025-02-01,SEARCH,OPORTUNIDADES,FUNDO,42184,1938,7225.607133999999,2254,52,2,280,0.04594158922814337,1.1630546955624355,3.2056819582963616,0.12422360248447205,0.023070097604259095,138.95398334615382,0.038461538461538464,3612.8035669999995,21.76387690963855
8,2025-02-01,SEARCH,GENERICA,FUNDO,98242,6241,20606.697137,5442,85,12,518,0.0635268011644714,0.8719756449286973,3.786603663542815,0.09518559353178978,0.01561925762587284,242.4317310235294,0.1411764705882353,1717.2247614166665,34.17362709286899
9,2025-02-01,SEARCH,MARCAS,FUNDO,48634,18353,32867.103786,16605,473,8,2312,0.37736974133322365,0.9047567155233477,1.9793498214995484,0.13923517012947909,0.028485395965070763,69.48647734883721,0.016913319238900635,4108.38797325,11.80147353177738
12,2025-02-01,SEARCH,MICROSOFT,FUNDO,68931,2780,10922.14,2286,72,6,349,0.04033018525772149,0.8223021582733813,4.777839020122484,0.15266841644794402,0.031496062992125984,151.6963888888889,0.08333333333333333,1820.3566666666666,25.94332541567696
14,2025-02-01,PMAX,PMAX,FUNDO,2159368,46619,95300.397599,23755,256,3,1177,0.021589187206627124,0.5095561895364551,4.011803729699011,0.049547463691854345,0.010776678593980215,372.26717812109376,0.01171875,31766.799199666668,66.50411556106071
23,2025-01-31,SEARCH,SEARCH,MEIO,53062,3507,5988.536665,2127,4,1,54,0.06609249557121857,0.6065012831479898,2.815485032910202,0.02538787023977433,0.0018805829807240243,1497.13416625,0.25,5988.536665,1.7075952851439977
25,2025-01-31,SEARCH,GENERICA,FUNDO,137477,8269,29261.025013000002,7628,131,16,779,0.060148242978825546,0.922481557624864,3.836002230335606,0.10212375458835868,0.017173571054011537,223.3666031526718,0.12213740458015267,1828.8140633125001,32.15497254175824
26,2025-01-31,PMAX,PMAX,FUNDO,2747777,69008,138842.221463,32024,405,5,1829,0.025114119522799704,0.4640621377231625,4.335567744910067,0.0571134149387959,0.012646764926305272,342.82029990864197,0.012345679012345678,27768.444292599997,62.14960674261414
28,2025-01-31,SEARCH,MICROSOFT,FUNDO,144455,5601,24485.53,4683,95,5,651,0.03877332041120072,0.8361006963042313,5.2285991885543455,0.13901345291479822,0.020286141362374548,257.7424210526316,0.05263157894736842,4897.106,32.82242627345844
29,2025-01-31,DEMAND GEN,DEMAND GEN,FUNDO,812536,15306,12222.445898,1438,8,1,43,0.018837319208010475,0.0939500849340128,8.499614671766341,0.029902642559109873,0.005563282336578581,1527.80573725,0.125,12222.445898,239.65580192156864
30,2025-01-31,SEARCH,MARCAS,FUNDO,80924,29786,60294.11735799999,27456,771,8,3807,0.36807374820819533,0.9217753306922716,2.1960270016754073,0.13865821678321677,0.028081293706293708,78.20248684565497,0.010376134889753566,7536.764669749999,13.17040571384884
31,2025-01-31,META,META,FUNDO,19399469,84111,229909.87000799997,34994,410,8,2077,0.004335737230745852,0.4160454637324488,6.569979711036177,0.059353031948334,0.011716294221866605,560.755780507317,0.01951219512195122,28738.733750999996,92.44466023642941
33,2025-01-31,SEARCH,CURSOS,FUNDO,407425,24970,132510.764246,20062,405,38,2028,0.06128735350064429,0.8034441329595514,6.605062518492673,0.10108663144252816,0.0201874190010966,327.1870722123457,0.09382716049382717,3487.125374894737,54.46393927085902
37,2025-01-31,SEARCH,OPORTUNIDADES,FUNDO,66899,2975,11631.274751,3322,71,4,403,0.04447002197342262,1.1166386554621848,3.501286800421433,0.12131246237206503,0.021372667068031308,163.8207711408451,0.056338028169014086,2907.81868775,24.53855432700422
46,2025-01-30,META,META,TOPO,2954891,8665,16449.81,2394,1,1,1,0.0029324262722381297,0.27628390075014425,6.8712656641604015,0.0004177109440267335,0.0004177109440267335,16449.81,1.0,16449.81,5.566976920637682e-06
48,2025-01-30,SEARCH,MARCAS,FUNDO,91672,33896,65737.486087,33265,993,7,4762,0.3697530325508334,0.9813842341279208,1.9761757428829099,0.143153464602435,0.029851194949646775,66.20089233333333,0.007049345417925478,9391.069441,11.422673516420504
49,2025-01-30,SEARCH,MICROSOFT,FUNDO,205234,5913,23627.06,5598,128,6,787,0.02881101571864311,0.9467275494672754,4.220625223294034,0.1405859235441229,0.022865309038942478,184.58640625,0.046875,3937.8433333333337,25.82192349726776
51,2025-01-30,TIKTOK,TIKTOK,FUNDO,1283564,13575,9414.490000000002,8044,4,1,32,0.010576021141135152,0.5925598526703499,1.1703741919443065,0.003978120338140228,0.0004972650422675286,2353.6225000000004,0.25,9414.490000000002,261.5136111111112
52,2025-01-30,SEARCH,CURSOS,FUNDO,322466,19277,104008.65596799998,17470,393,47,1913,0.05977994579273474,0.9062613477200809,5.953557868803662,0.10950200343445907,0.02249570692615913,264.6530686208651,0.11959287531806616,2212.950126978723,45.103493481352984
53,2025-01-30,SEARCH,SEARCH,MEIO,71707,4948,9096.241583,3145,10,1,83,0.06900302620385737,0.6356103476151981,2.8922866718600955,0.026391096979332274,0.003179650238473768,909.6241583000001,0.1,9096.241583,1.8383673369037996
54,2025-01-30,SEARCH,OPORTUNIDADES,FUNDO,63456,3090,10991.197081,3888,85,3,485,0.048695158850226926,1.258252427184466,2.8269539817386833,0.12474279835390946,0.021862139917695474,129.30820095294118,0.03529411764705882,3663.7323603333334,19.28280189649123
55,2025-01-30,PMAX,PMAX,FUNDO,8315553,342697,218966.094722,137490,544,8,2650,0.04121157065561364,0.4011998937837215,1.5925965140882974,0.01927412902756564,0.003956651392828569,402.51120353308823,0.014705882352941176,27370.76184025,68.55544606199123
56,2025-01-30,META,META,FUNDO,19602984,89799,246006.24999599997,37304,437,11,2347,0.004580884216402972,0.4154166527466898,6.594634623525627,0.06291550503967402,0.011714561441132318,562.9433638352402,0.02517162471395881,22364.204545090906,88.36431393534481
57,2025-01-30,SEARCH,GENERICA,FUNDO,142254,9112,35272.67522599999,9361,179,23,979,0.0640544378365459,1.0273266022827041,3.768045638927464,0.1045828437132785,0.019121888687106077,197.05405154189938,0.12849162011173185,1533.594575043478,30.459995877374777
59,2025-01-29,META,META,FUNDO,21581370,99448,284448.550002,38562,478,8,2544,0.004608048515919054,0.38776043761563833,7.376395155904777,0.06597168196670297,0.012395622633680825,595.080648539749,0.016736401673640166,35556.06875025,94.1259265393779
60,2025-01-29,SEARCH,OPORTUNIDADES,FUNDO,79402,3912,13934.325649999999,4067,79,3,499,0.0492682803959598,1.0396216768916156,3.4261926850258173,0.1226948610769609,0.01942463732480944,176.38386898734177,0.0379746835443038,4644.775216666666,24.107829844290656
61,2025-01-29,SEARCH,MARCAS,FUNDO,100434,37233,66801.87833899999,36162,1056,11,5360,0.37072107055379655,0.9712351945854484,1.8472949045683311,0.14822189038216912,0.029201924672307946,63.259354487689386,0.010416666666666666,6072.898030818181,10.411764080268078
66,2025-01-29,PMAX,PMAX,FUNDO,7397675,316140,237290.306778,139242,664,7,3107,0.04273504851186352,0.4404441070411843,1.704157558624553,0.022313669726088392,0.004768676117838009,357.36491984638553,0.010542168674698794,33898.615254,62.9250349451074
67,2025-01-29,SEARCH,CURSOS,FUNDO,397965,24347,133580.27071700006,20060,466,56,2227,0.061178746874725166,0.823920811598965,6.659036426570292,0.11101694915254237,0.023230309072781653,286.65294145278983,0.12017167381974249,2385.361977089287,49.60277412439661
68,2025-01-29,SEARCH,GENERICA,FUNDO,171232,11800,47606.051935999996,11298,223,30,1254,0.0689123528312465,0.957457627118644,4.21367073251903,0.11099309612320765,0.019738006726854312,213.48005352466367,0.13452914798206278,1586.8683978666666,32.231585603249826
70,2025-01-29,SEARCH,DV360,TOPO,12923342,12978,59437.205182,778,3,1,12,0.0010042294013421606,0.05994760363692402,76.39743596658097,0.015424164524421594,0.0038560411311053984,19812.401727333334,0.3333333333333333,59437.205182,4.599213205221992e-06
71,2025-01-29,SEARCH,MICROSOFT,FUNDO,292131,6680,25786.32,6313,140,8,928,0.022866453748489547,0.9450598802395209,4.084638048471408,0.14699825756375734,0.022176461270394424,184.188,0.05714285714285714,3223.29,24.144494382022472
73,2025-01-29,DEMAND GEN,DEMAND GEN,FUNDO,384943,5082,7410.59548,752,6,1,50,0.013201954575092935,0.1479732388823298,9.854515265957447,0.06648936170212766,0.007978723404255319,1235.0992466666667,0.16666666666666666,7410.59548,132.33206214285715
77,2025-01-29,SEARCH,SEARCH,MEIO,79207,5360,9761.761663,3235,11,1,82,0.06767078667289507,0.6035447761194029,3.0175461091190106,0.02534775888717156,0.0034003091190108192,887.4328784545454,0.09090909090909091,9761.761663,1.8212241908582087
79,2025-01-28,PMAX,PMAX,FUNDO,7601462,257799,459366.47558499995,144372,1162,7,5212,0.03391439699363096,0.5600176881989457,3.181825254100518,0.03610118305488599,0.008048652093203669,395.32398931583475,0.006024096385542169,65623.78222642856,72.06879127470975
80,2025-01-28,SEARCH,CURSOS,FUNDO,349519,20774,104690.998713,19543,417,42,1937,0.05943596771563205,0.9407432367382305,5.356956389141892,0.09911477255283221,0.02133756332190554,251.05755087050358,0.10071942446043165,2492.6428265,44.47366130543755
81,2025-01-28,SEARCH,DV360,TOPO,12595845,14144,61342.46495699999,789,8,1,20,0.0011229099754720704,0.055783371040723985,77.7471038745247,0.025348542458808618,0.010139416983523447,7667.808119624999,0.125,61342.46495699999,4.870055558559191e-06
85,2025-01-28,META,META,FUNDO,24198802,109101,357416.679996,44752,682,12,3169,0.004508528975938561,0.4101887242096773,7.986607972738649,0.07081247765462996,0.015239542366821594,524.0713782932552,0.017595307917888565,29784.723333,92.81139444196313
86,2025-01-28,SEARCH,SEARCH,MEIO,93128,6286,11265.733376,4017,10,1,110,0.067498496692724,0.6390391345847916,2.8045141588249938,0.027383619616629325,0.0024894199651481204,1126.5733376,0.1,11265.733376,1.7921943009863188
88,2025-01-28,SEARCH,GENERICA,FUNDO,188403,12751,48746.237691,12513,273,30,1312,0.06767938939401177,0.9813347972708023,3.89564754183649,0.10485095500679294,0.021817309997602494,178.55764721978022,0.10989010989010989,1624.8745897000001,30.75472409526814
89,2025-01-28,SEARCH,MICROSOFT,FUNDO,281486,8339,31070.890000000003,7606,220,10,1228,0.02962491917892897,0.9120997721549347,4.085049960557455,0.16145148566920853,0.028924533263213252,141.23131818181818,0.045454545454545456,3107.0890000000004,21.45779696132597
90,2025-01-28,DEMAND GEN,DEMAND GEN,FUNDO,557899,9274,6638.29384,1083,6,1,34,0.016623080521743182,0.11677808928186327,6.12954186518929,0.03139427516158818,0.00554016620498615,1106.3823066666666,0.16666666666666666,6638.29384,165.957346
91,2025-01-28,SEARCH,MARCAS,FUNDO,120270,42078,69950.35717199999,40786,1464,11,6660,0.34986280868046893,0.9692951185892865,1.7150580388368555,0.16329132545481292,0.03589466973961653,47.78029861475409,0.007513661202185792,6359.123379272726,8.610334462333824
92,2025-01-28,TIKTOK,TIKTOK,FUNDO,1656169,5725,9857.120000000003,4426,11,1,49,0.0034567728293428994,0.7731004366812227,2.227094441934027,0.011070944419340261,0.0024853140533212833,896.1018181818184,0.09090909090909091,9857.120000000003,164.28533333333337
94,2025-01-28,SEARCH,OPORTUNIDADES,FUNDO,160241,9984,25852.411476999998,8217,217,3,1056,0.06230615135951473,0.8230168269230769,3.146210475477668,0.1285140562248996,0.02640866496288183,119.13553676036865,0.013824884792626729,8617.470492333332,20.30825724823252
95,2025-01-28,DEMAND GEN,DEMAND GEN,MEIO,1214677,33616,3901.391963,8968,4,1,11,0.02767484689345398,0.26677772489290813,0.43503478623996433,0.0012265834076717217,0.00044603033006244426,975.34799075,0.25,3901.391963,0.1160575905223703
98,2025-01-28,META,META,MEIO,6284125,137261,63170.84999999999,81113,2,1,8,0.02184249995027152,0.5909398882421081,0.7788005621786889,9.8627840173585e-05,2.465696004339625e-05,31585.424999999996,0.5,63170.84999999999,0.4602243171767654
99,2025-01-27,SEARCH,MARCAS,FUNDO,128291,45359,81722.37677099998,42501,1651,12,7331,0.3535633832459019,0.9369915562512401,1.9228342102774048,0.17249005905743395,0.03884614479659302,49.49871397395517,0.0072683222289521504,6810.198064249998,9.098461007682028
100,2025-01-27,SEARCH,CURSOS,FUNDO,373522,21268,108741.74609100001,20242,487,51,2219,0.05693908257077227,0.951758510438217,5.372085075140797,0.1096235549846853,0.02405888746171327,223.2890063470226,0.10472279260780287,2132.1910998235294,40.18541984146342
103,2025-01-27,PMAX,PMAX,FUNDO,8717060,292048,530328.17508,145516,1207,7,5551,0.03350303886860937,0.4982605599079603,3.64446641661398,0.03814700788916683,0.008294620522829105,439.37711274233635,0.00579950289975145,75761.16786857143,78.47413067179639
104,2025-01-27,META,META,FUNDO,18753360,92030,307092.97000400006,37857,678,10,3137,0.0049073872628691605,0.4113549929370857,8.111920384710887,0.08286446363948544,0.01790950154528885,452.939483781711,0.014749262536873156,30709.297000400005,80.49619135098298
105,2025-01-27,TIKTOK,TIKTOK,FUNDO,1693197,7828,10013.670000000004,5599,12,2,58,0.004623206868427005,0.7152529381706694,1.7884747276299346,0.010358992677263796,0.0021432398642614752,834.4725000000003,0.16666666666666666,5006.835000000002,143.05242857142863
107,2025-01-27,SEARCH,MICROSOFT,FUNDO,309313,10898,50638.55000000002,8980,253,8,1390,0.03523291940526263,0.8240044044778858,5.639036748329623,0.15478841870824053,0.028173719376391983,200.15237154150205,0.03162055335968379,6329.818750000002,30.82078514911748
108,2025-01-27,SEARCH,DV360,TOPO,13382347,15019,64491.961684000016,903,5,1,28,0.0011222993993505025,0.060123843132032756,71.41966963898119,0.031007751937984496,0.005537098560354375,12898.392336800003,0.2,64491.961684000016,4.8191816939136325e-06
109,2025-01-27,SEARCH,SEARCH,MEIO,98688,5951,10671.223282,3744,18,1,119,0.06030115110246433,0.6291379600067215,2.8502198936965812,0.03178418803418803,0.004807692307692308,592.845737888889,0.05555555555555555,10671.223282,1.793181529490842
110,2025-01-27,SEARCH,SEARCH,FUNDO,20979,1088,3416.907007,835,13,1,89,0.05186138519471853,0.7674632352941176,4.0921042,0.10658682634730539,0.015568862275449102,262.8390005384615,0.07692307692307693,3416.907007,33.49908830392157
112,2025-01-27,DEMAND GEN,DEMAND GEN,FUNDO,550464,8341,10688.291949,1306,4,1,42,0.015152671201023137,0.15657595012588418,8.183990772588055,0.03215926493108729,0.0030627871362940277,2672.07298725,0.25,10688.291949,232.35417280434783
113,2025-01-27,SEARCH,OPORTUNIDADES,FUNDO,193270,11792,33182.33486,9500,183,3,1114,0.06101309049516221,0.8056309362279511,3.492877353684211,0.11726315789473685,0.019263157894736843,181.32423420765028,0.01639344262295082,11060.778286666668,25.583912767925984
117,2025-01-27,SEARCH,GENERICA,FUNDO,214552,14047,54978.90570200003,13235,262,31,1455,0.0654713076550207,0.9421940627892077,4.1540540764639236,0.10993577635058557,0.019795995466565925,209.84315153435128,0.1183206106870229,1773.5130871612914,32.02032947117067
119,2025-01-26,PMAX,PMAX,FUNDO,5786662,222124,274838.978188,96281,595,5,2508,0.03838551482702809,0.4334560875907151,2.854550515553432,0.026048753128862394,0.006179827795722936,461.91424905546216,0.008403361344537815,54967.79563759999,88.5720200412504
121,2025-01-26,SEARCH,SEARCH,MEIO,67501,3835,7059.909077,2362,10,1,46,0.05681397312632405,0.6159061277705346,2.988953885266723,0.01947502116850127,0.004233700254022015,705.9909077,0.1,7059.909077,1.8409150135593222
124,2025-01-26,SEARCH,OPORTUNIDADES,FUNDO,179068,5511,15842.24817,4335,69,3,418,0.030776018049009316,0.7866086009798585,3.654497847750865,0.09642445213379469,0.01591695501730104,229.5977995652174,0.043478260869565216,5280.74939,32.53028371663245
126,2025-01-26,SEARCH,MARCAS,FUNDO,58932,21549,35358.571447,19509,740,8,3111,0.3656587253105274,0.9053320339690937,1.8124235710185044,0.1594648623712133,0.03793121123583987,47.78185330675676,0.010810810810810811,4419.821430875,9.181659685016879
130,2025-01-26,META,META,FUNDO,18420048,89037,256752.57999699994,37611,482,9,2142,0.00483370075908597,0.4224198928535328,6.826528940921537,0.05695142378559464,0.012815399750073116,532.6817012385891,0.01867219917012448,28528.064444111104,97.8477820110518
132,2025-01-26,SEARCH,GENERICA,FUNDO,128801,8934,31419.995025000004,8438,142,19,722,0.06936281550609079,0.9444817550929036,3.723630602630956,0.08556529983408391,0.016828632377340603,221.2675705985916,0.13380281690140844,1653.6839486842107,36.36573498263889
133,2025-01-26,SEARCH,MICROSOFT,FUNDO,118566,4596,21882.080000000005,3597,91,6,457,0.03876322048479328,0.7826370757180157,6.083425076452601,0.12705031971087016,0.02529886016124548,240.46241758241763,0.06593406593406594,3647.0133333333342,39.930802919708036
139,2025-01-26,SEARCH,CURSOS,FUNDO,312154,20984,66235.32875100001,15783,271,28,1224,0.06722322955976857,0.752144491040793,4.196624770385859,0.07755179623645694,0.01717037318633973,244.41080719926202,0.1033210332103321,2365.5474553928575,44.30456772642141
140,2025-01-25,META,META,FUNDO,13275615,74092,187460.969994,34616,378,5,1551,0.005581059709851483,0.4672029368892728,5.415442858620292,0.04480587011786457,0.010919805870117864,495.9284920476191,0.013227513227513227,37492.1939988,97.18038879937792
143,2025-01-25,SEARCH,SEARCH,FUNDO,32518,1099,3672.3089700000005,713,8,2,42,0.03379666646165201,0.6487716105550501,5.150503464235625,0.05890603085553997,0.011220196353436185,459.03862125000006,0.25,1836.1544850000002,73.4461794
145,2025-01-25,SEARCH,CURSOS,FUNDO,333679,23648,63239.10804500001,16093,238,36,1145,0.07087050728394655,0.6805226657645467,3.9296034328590075,0.07114894674703287,0.01478903871248369,265.71053800420174,0.15126050420168066,1756.641890138889,45.726036185827915
147,2025-01-25,PMAX,PMAX,FUNDO,3524136,127085,245939.799614,85490,466,7,2213,0.03606132112949103,0.6726993744344336,2.876825355176044,0.025886068546028776,0.005450929933325535,527.7678103304721,0.015021459227467811,35134.257087714286,91.802836735349
149,2025-01-25,SEARCH,MARCAS,FUNDO,58518,18789,31511.835339,18081,494,8,2470,0.3210806931200656,0.9623183777742296,1.7428148519993363,0.13660748852386484,0.027321497704772966,63.78914036234818,0.016194331983805668,3938.979417375,10.631523393724697
150,2025-01-25,DEMAND GEN,DEMAND GEN,FUNDO,800099,12552,13184.350751,1800,8,1,26,0.01568805860274791,0.14340344168260039,7.324639306111111,0.014444444444444444,0.0044444444444444444,1648.043843875,0.125,13184.350751,387.7750220882353
151,2025-01-25,SEARCH,SEARCH,MEIO,71180,3667,6492.934367,2260,4,1,47,0.051517280134869343,0.6163076083992365,2.8729798084070794,0.02079646017699115,0.0017699115044247787,1623.23359175,0.25,6492.934367,1.7706393146986636
152,2025-01-25,TIKTOK,TIKTOK,FUNDO,397367,3745,3675.290000000002,2212,12,1,28,0.009424537014900583,0.5906542056074766,1.661523508137433,0.012658227848101266,0.0054249547920434,306.2741666666668,0.08333333333333333,3675.290000000002,91.88225000000004
157,2025-01-25,SEARCH,MICROSOFT,FUNDO,81204,3744,17765.670000000002,3176,88,5,430,0.0461061031476282,0.8482905982905983,5.593724811083124,0.1353904282115869,0.027707808564231738,201.88261363636366,0.056818181818181816,3553.1340000000005,34.29666023166023
158,2025-01-25,SEARCH,OPORTUNIDADES,FUNDO,196619,6926,21417.588489,5362,99,3,532,0.03522548685528865,0.7741842333237078,3.9943283269302503,0.09921671018276762,0.01846325997762029,216.33927766666667,0.030303030303030304,7139.1961630000005,33.9422955451664
159,2025-01-25,SEARCH,GENERICA,FUNDO,128131,8689,30534.798749,8500,139,16,709,0.06781340971349635,0.9782483599953965,3.5923292645882356,0.08341176470588235,0.016352941176470587,219.6748111438849,0.11510791366906475,1908.4249218125,36.00801739268868
160,2025-01-24,PMAX,PMAX,FUNDO,6105989,224674,343965.37629,138629,657,5,3348,0.036795677162209106,0.6170228864933192,2.481193518600004,0.024150790960044435,0.004739268118503343,523.5393855251141,0.0076103500761035,68793.075258,85.88398908614232
164,2025-01-24,DEMAND GEN,DEMAND GEN,FUNDO,478889,4272,10449.737091,688,9,1,33,0.008920647582216338,0.16104868913857678,15.188571353197675,0.04796511627906977,0.01308139534883721,1161.081899,0.1111111111111111,10449.737091,248.8032640714286
165,2025-01-24,SEARCH,CURSOS,FUNDO,445440,28822,107773.15773300001,20845,346,47,1952,0.0647045617816092,0.7232322531399625,5.1702162500839535,0.0936435596066203,0.0165987047253538,311.48311483526015,0.13583815028901733,2293.045909212766,46.898676124020895
166,2025-01-24,DEMAND GEN,DEMAND GEN,MEIO,946841,26863,1299.294009,6807,3,1,7,0.02837118375735736,0.25339686557718794,0.19087615821947995,0.001028353165858675,0.00044072278536800354,433.098003,0.3333333333333333,1299.294009,0.048367420206231616
167,2025-01-24,SEARCH,GENERICA,FUNDO,244811,14716,63509.43091199999,13243,178,19,1242,0.06011167798832569,0.8999048654525686,4.795698173525635,0.09378539605829495,0.013441063203201691,356.7945556853932,0.10674157303370786,3342.601626947368,44.72495134647887
168,2025-01-24,SEARCH,MICROSOFT,FUNDO,177160,7541,35077.530000000006,6548,161,7,991,0.042566041995935874,0.8683198514785837,5.356983811850948,0.1513439218081857,0.024587660354306658,217.87285714285719,0.043478260869565216,5011.075714285716,30.449244791666672
169,2025-01-24,SEARCH,SEARCH,FUNDO,73916,2391,8696.941204,1590,21,3,103,0.03234752962822664,0.6649937264742786,5.469774342138365,0.06477987421383648,0.013207547169811321,414.14005733333335,0.14285714285714285,2898.9804013333337,70.13662261290322
172,2025-01-24,SEARCH,SEARCH,MEIO,103154,5558,9700.881883,3380,6,1,61,0.053880605696337514,0.6081324217344368,2.870083397337278,0.01804733727810651,0.0017751479289940828,1616.8136471666667,0.16666666666666666,9700.881883,1.7453907670025188
173,2025-01-24,TIKTOK,TIKTOK,FUNDO,1438682,9866,9150.250000000002,6766,9,1,40,0.006857665557781358,0.6857895803770525,1.352386934673367,0.005911912503694945,0.0013301803133313626,1016.6944444444447,0.1111111111111111,9150.250000000002,186.73979591836738
174,2025-01-24,META,META,FUNDO,17993601,89736,265291.530007,42197,516,6,2248,0.004987106249605068,0.4702349112953553,6.286976088513402,0.05327392942626253,0.01222835746617058,514.1308721065892,0.011627906976744186,44215.25500116667,95.9810166450796
175,2025-01-24,SEARCH,OPORTUNIDADES,FUNDO,605519,22373,75391.83739600002,14605,254,3,1549,0.03694846899932124,0.652795780628436,5.162056651557687,0.10605956864087641,0.017391304347826087,296.818257464567,0.011811023622047244,25130.61246533334,41.81466300388243
