,DATA,GRUPO,TIPO,ETAPA,TOTAL_IMPRESSOES,TOTAL_CLIQUES,TOTAL_CUSTO,TOTAL_SESSAO,TOTAL_INSCRICOES,TOTAL_MATRICULADOS,LEADS,CTR,CR,CPS,TX_LEADS,TX_INSCRITOS,CPI,TX_MATRICULADOS,CPMAT,CPA
496,2025-01-09,SEARCH,CURSOS,FUNDO,614719,36394,214570.85250700006,24944,503,48,2234,0.059204286836749796,0.68538770126944,8.602102810575692,0.08956061577934574,0.020165169980756896,426.5822117435389,0.09542743538767395,4470.226093895834,78.39636554877606
497,2025-01-09,TIKTOK,TIKTOK,FUNDO,10762761,76712,68472.70999999998,61139,27,1,132,0.007127539113801746,0.7969939514026488,1.119951422169155,0.0021590147041986294,0.00044161664404062875,2536.0262962962956,0.037037037037037035,68472.70999999998,430.64597484276715
498,2025-01-09,META,META,FUNDO,24932517,117490,335650.87000000005,49544,715,7,2777,0.004712320059783776,0.4216869520810282,6.77480360891329,0.05605118682383336,0.014431616341030195,469.4417762237763,0.009790209790209791,47950.12428571429,96.1199513172967
499,2025-01-09,TIKTOK,TIKTOK,TOPO,2446366,5739,14736.930000000002,1213,13,1,17,0.0023459286141157944,0.21136086426206657,12.14915910964551,0.014014839241549877,0.010717230008244023,1133.6100000000001,0.07692307692307693,14736.930000000002,6.02400867245539e-06
500,2025-01-09,PMAX,PMAX,FUNDO,2658922,60378,246070.20189499998,38744,676,7,2651,0.02270769883433963,0.6416906820365034,6.351182167432376,0.06842349783192236,0.017447862894899857,364.00917440088756,0.010355029585798817,35152.88598499999,73.96158758491133
503,2025-01-09,SEARCH,MICROSOFT,FUNDO,608978,7748,26213.139999999996,6229,160,8,727,0.01272295550906601,0.8039494062983996,4.208242093433937,0.11671215283352063,0.025686305988120082,163.83212499999996,0.05,3276.6424999999995,29.5525817361894
504,2025-01-09,SEARCH,SEARCH,FUNDO,16732,476,3832.937187,375,14,1,43,0.028448481950753047,0.7878151260504201,10.221165832,0.11466666666666667,0.037333333333333336,273.7812276428571,0.07142857142857142,3832.937187,67.24451205263158
505,2025-01-09,SEARCH,GENERICA,FUNDO,174495,9607,38924.50618000001,9733,193,17,1018,0.055056018797100204,1.0131154366607682,3.9992300606185154,0.10459262303503544,0.019829446213911434,201.6813791709845,0.08808290155440414,2289.6768341176476,32.14244936416186
507,2025-01-08,SEARCH,CURSOS,FUNDO,675558,43323,245914.1470410001,26695,466,46,2336,0.06412920874299469,0.6161853980564597,9.211992771717554,0.08750702378722608,0.017456452519198352,527.7127618905581,0.09871244635193133,5345.959718282611,87.76379266274094
508,2025-01-08,DEMAND GEN,DEMAND GEN,FUNDO,2064388,22658,33194.788367,2830,13,1,70,0.01097564992627355,0.12490069732544797,11.729607196819789,0.024734982332155476,0.004593639575971731,2553.445259,0.07692307692307693,33194.788367,399.93720924096385
512,2025-01-08,META,META,FUNDO,17920515,83650,224087.52000199998,31819,484,5,1991,0.004667834601851565,0.3803825463239689,7.042569533989125,0.06257267670259907,0.015211037430466074,462.9907438057851,0.010330578512396695,44817.5040004,90.54041212202019
513,2025-01-08,DEMAND GEN,DEMAND GEN,MEIO,39909018,1123059,63993.944694000005,319542,42,1,198,0.028140481933181118,0.2845282393890259,0.20026771032915863,0.0006196368552490752,0.0001314381208104099,1523.665349857143,0.023809523809523808,63993.944694000005,0.05698181902642693
514,2025-01-08,SEARCH,SEARCH,FUNDO,17125,513,3377.951729,341,27,1,53,0.029956204379562045,0.6647173489278753,9.90601680058651,0.15542521994134897,0.07917888563049853,125.1093232962963,0.037037037037037035,3377.951729,42.2243966125
516,2025-01-08,TIKTOK,TIKTOK,FUNDO,12532401,73666,72126.59999999999,47313,37,1,171,0.00587804364063997,0.6422637308934922,1.524456280514869,0.0036142286475175957,0.0007820260816266142,1949.3675675675672,0.02702702702702703,72126.59999999999,346.76249999999993
517,2025-01-08,SEARCH,GENERICA,FUNDO,209650,11821,44689.310440999994,10942,195,16,1104,0.05638445027426663,0.9256408087302259,4.0841994554012055,0.10089563151160666,0.017821239261560956,229.17595097948714,0.08205128205128205,2793.0819025624996,34.402856382601996
519,2025-01-08,PMAX,PMAX,FUNDO,2011229,61660,272735.51664100005,37827,659,6,2633,0.03065787138113064,0.6134771326629906,7.210075254209957,0.0696063658233537,0.017421418563459964,413.86269596509874,0.009104704097116844,45455.919440166675,82.84796981804377
521,2025-01-08,SEARCH,MICROSOFT,FUNDO,307690,6208,17050.44,5057,159,7,714,0.02017615132113491,0.8145940721649485,3.371651176586909,0.1411904291081669,0.03144156614593632,107.2354716981132,0.0440251572327044,2435.7771428571427,19.53085910652921
522,2025-01-08,SEARCH,OPORTUNIDADES,FUNDO,110930,5213,41077.051568999996,4061,88,3,503,0.04699359956729469,0.7790140034529062,10.115009004924895,0.12386111795124354,0.02166953952228515,466.7846769204545,0.03409090909090909,13692.350523,69.50431737563451
523,2025-01-08,SEARCH,MARCAS,FUNDO,84746,33933,50060.992734,29421,1174,11,4789,0.4004082788568192,0.8670320926531695,1.7015394695625574,0.16277488868495293,0.039903470310322556,42.64139074446337,0.009369676320272573,4550.999339454545,8.39526961831293
526,2025-01-07,META,META,MEIO,7596195,158653,51804.749997000006,91110,1,1,9,0.020885851403235435,0.5742721536939106,0.5685956535726047,9.878169245966414e-05,1.0975743606629349e-05,51804.749997000006,1.0,51804.749997000006,0.32652865055813635
527,2025-01-07,TIKTOK,TIKTOK,FUNDO,11021167,34234,63564.42000000001,24115,37,1,179,0.0031062046333205913,0.7044166617982123,2.6358872071324906,0.007422765913331951,0.0015343147418619117,1717.9572972972976,0.02702702702702703,63564.42000000001,294.2797222222223
529,2025-01-07,SEARCH,OPORTUNIDADES,FUNDO,123203,5543,44372.67619800001,4515,102,3,598,0.04499078756199119,0.8145408623489085,9.827835259800667,0.13244739756367663,0.022591362126245847,435.0262372352942,0.029411764705882353,14790.892066000002,63.389537425714295
532,2025-01-07,SEARCH,GENERICA,FUNDO,215299,12243,48228.99738799999,11431,191,17,1070,0.05686510387879182,0.9336763865065751,4.219140704050388,0.0936051089143557,0.016708949348263495,252.50783972774863,0.08900523560209424,2836.9998463529405,38.24662758762886
534,2025-01-07,SEARCH,MARCAS,FUNDO,82336,31577,42720.852851,30654,1812,12,4981,0.3835138942868247,0.970769864141622,1.3936469253930972,0.16249102890324266,0.05911137208847132,23.57662960871965,0.006622516556291391,3560.071070916667,6.2889522819078465
535,2025-01-07,DEMAND GEN,DEMAND GEN,MEIO,35703631,1068285,88148.01164499999,303292,44,1,230,0.029920906363837336,0.2839055121058519,0.29063744393192037,0.0007583450931775319,0.0001450747134774409,2003.363901022727,0.022727272727272728,88148.01164499999,0.08251357235662767
537,2025-01-07,META,META,FUNDO,15772728,69822,189682.20999000012,29166,430,4,1929,0.004426754839112168,0.4177193434734038,6.503538709113355,0.06613865459781938,0.014743194130151547,441.12141858139563,0.009302325581395349,47420.55249750003,80.40788893175079
539,2025-01-07,SEARCH,CURSOS,FUNDO,603712,42036,233331.31682099993,27495,517,42,2519,0.06962922718117248,0.6540822152440765,8.486318124058917,0.09161665757410438,0.018803418803418803,451.3178275067697,0.08123791102514506,5555.507543357141,76.85484743774701
540,2025-01-07,DEMAND GEN,DEMAND GEN,FUNDO,2220368,21941,33183.911013,6641,33,1,116,0.009881695286547094,0.3026753566382571,4.996824425990061,0.017467248908296942,0.004969131154946544,1005.5730609999999,0.030303030303030304,33183.911013,222.7108121677852
545,2025-01-07,PMAX,PMAX,FUNDO,1630721,55897,271731.760429,38854,732,7,2857,0.034277476036673346,0.6950999159167754,6.993662439620117,0.07353168270963092,0.01883975909816235,371.2182519521858,0.009562841530054645,38818.822918428574,75.7123879713012
546,2025-01-07,SEARCH,MICROSOFT,FUNDO,131859,5317,15357.239999999998,4951,159,6,695,0.040323375727102435,0.9311641903328944,3.101846091698646,0.1403756816804686,0.032114724298121594,96.58641509433961,0.03773584905660377,2559.5399999999995,17.98271662763466
547,2025-01-06,SEARCH,CURSOS,FUNDO,367962,24712,111448.431744,16204,330,35,1629,0.06715910882101957,0.6557138232437683,6.877834592940015,0.10053073315230807,0.020365341890891137,337.72252043636365,0.10606060606060606,3184.2409069714286,56.89047051761103
548,2025-01-06,SEARCH,GENERICA,FUNDO,202977,12701,49992.362517999994,11430,217,22,1200,0.06257359208186149,0.8999291394378396,4.3737849972003495,0.10498687664041995,0.018985126859142606,230.37955077419352,0.10138248847926268,2272.380114454545,35.28042520677487
553,2025-01-06,META,META,MEIO,9329875,161600,54177.230003000004,92059,2,1,7,0.017320703653585928,0.5696720297029703,0.588505523664172,7.603819289803279e-05,2.172519797086651e-05,27088.615001500002,0.5,54177.230003000004,0.3352551361571782
554,2025-01-06,META,META,FUNDO,12318480,57738,157031.82999700002,26900,407,3,1842,0.004687104253122139,0.46589767570750634,5.83761449802974,0.06847583643122676,0.015130111524163568,385.8275921302212,0.007371007371007371,52343.94333233334,69.82295686838596
555,2025-01-06,SEARCH,OPORTUNIDADES,FUNDO,137489,6074,52505.60197600001,4680,118,2,592,0.04417807970092153,0.7704972011853803,11.219145721367523,0.1264957264957265,0.025213675213675214,444.9627286101696,0.01694915254237288,26252.800988000006,73.95155207887326
556,2025-01-06,DEMAND GEN,DEMAND GEN,MEIO,24864026,799173,82843.964775,212699,36,1,225,0.032141737625274364,0.2661488814061536,0.3894892066958472,0.0010578329000136342,0.00016925326400218149,2301.22124375,0.027777777777777776,82843.964775,0.10366211668186988
557,2025-01-06,SEARCH,MARCAS,FUNDO,85418,31653,42564.28209599999,29896,1117,11,4850,0.37056592287339907,0.944491833317537,1.423745052716082,0.16222906074391222,0.03736285790741236,38.105892655326755,0.009847806624888093,3869.4801905454533,7.133280056309701
559,2025-01-06,SEARCH,MICROSOFT,FUNDO,100794,5202,14218.31,4692,137,7,721,0.05161021489374368,0.9019607843137255,3.0303303495311167,0.15366581415174765,0.029198635976129584,103.78328467153284,0.051094890510948905,2031.1871428571428,16.571456876456875
562,2025-01-06,DEMAND GEN,DEMAND GEN,FUNDO,2012112,17619,32070.551111,5993,31,1,136,0.008756470812757938,0.3401441625517907,5.351335076088771,0.02269314199899883,0.00517270148506591,1034.5339068064516,0.03225806451612903,32070.551111,192.03922820958084
566,2025-01-06,PMAX,PMAX,FUNDO,1581070,56746,319775.311098,42223,812,4,3337,0.03589088402158032,0.7440700666126246,7.573486277573833,0.07903275465978259,0.019231224687966276,393.8119594802955,0.0049261083743842365,79943.8277745,77.07286360520607
567,2025-01-06,TIKTOK,TIKTOK,FUNDO,12460228,28545,65376.32,24564,43,2,149,0.002290889059172914,0.8605359957961114,2.6614688161537208,0.006065787331053575,0.001750529229767139,1520.379534883721,0.046511627906976744,32688.16,340.50166666666667
571,2025-01-05,PMAX,PMAX,FUNDO,1105095,42345,200461.12838399998,30611,448,3,1955,0.03831797266298372,0.7228952650844256,6.548663172846362,0.06386593054784227,0.014635261833981249,447.4578758571428,0.006696428571428571,66820.37612799999,83.4211936679151
572,2025-01-05,SEARCH,MARCAS,FUNDO,36454,14387,17749.108789,13356,455,7,2118,0.39466176551270093,0.9283380829915896,1.328923988394729,0.15858041329739442,0.034067085953878404,39.00903030549451,0.015384615384615385,2535.5869698571432,6.8982156195102995
573,2025-01-05,DEMAND GEN,DEMAND GEN,FUNDO,1619841,18655,24025.468736,6016,16,1,67,0.011516562428040777,0.32248726882873224,3.9935952021276595,0.011136968085106383,0.0026595744680851063,1501.591796,0.0625,24025.468736,289.46347874698796
576,2025-01-05,SEARCH,DV360,MEIO,4922028,225702,32232.201056000005,1006,1,1,1,0.04585548883508993,0.00445720463265722,32.03996128827038,0.0009940357852882703,0.0009940357852882703,32232.201056000005,1.0,32232.201056000005,0.14280866388423677
577,2025-01-05,DEMAND GEN,DEMAND GEN,MEIO,8324770,309105,21352.203584,97652,22,1,88,0.03713075556441799,0.31591853900778055,0.21865608061278827,0.0009011592184491869,0.00022528980461229673,970.5547083636363,0.045454545454545456,21352.203584,0.06907750953235955
578,2025-01-05,SEARCH,CURSOS,FUNDO,167876,10360,37440.08200899999,7600,155,36,707,0.061712216159546335,0.7335907335907336,4.926326580131578,0.09302631578947368,0.020394736842105264,241.54891618709672,0.23225806451612904,1040.0022780277775,43.43396984802783
579,2025-01-05,META,META,FUNDO,14043006,67031,141911.190003,30821,426,7,1791,0.004773265780844927,0.4598021810803956,4.604366827909542,0.05810973037863794,0.013821744914181889,333.1248591619718,0.01643192488262911,20273.027143285715,64.01046008254397
581,2025-01-05,SEARCH,MICROSOFT,FUNDO,55551,1733,5824.08,1570,36,5,195,0.031196558117765658,0.9059434506635892,3.7096050955414013,0.12420382165605096,0.022929936305732482,161.78,0.1388888888888889,1164.816,25.21246753246753
582,2025-01-05,TIKTOK,TIKTOK,FUNDO,2451864,6695,17277.920000000002,5170,17,1,83,0.002730575594731192,0.772218073188947,3.341957446808511,0.016054158607350096,0.0032882011605415862,1016.3482352941178,0.058823529411764705,17277.920000000002,172.77920000000003
583,2025-01-05,SEARCH,OPORTUNIDADES,FUNDO,84739,3864,29690.380933,3046,68,3,386,0.04559883878733523,0.7883022774327122,9.747334515101773,0.12672357189757058,0.02232435981615233,436.6232490147059,0.04411764705882353,9896.793644333333,65.39731483039648
584,2025-01-05,SEARCH,GENERICA,FUNDO,79051,4925,16541.982365,5234,91,13,476,0.06230155216252799,1.062741116751269,3.1604857403515476,0.09094382881161635,0.01738632021398548,181.780025989011,0.14285714285714285,1272.460181923077,29.174572072310404
586,2025-01-05,META,META,TOPO,9562547,39464,34781.35000199999,9022,2,1,2,0.004126933964350711,0.22861341982566388,3.855170694081134,0.00022168033695411216,0.00022168033695411216,17390.675000999996,0.5,34781.35000199999,3.637247482496033e-06
590,2025-01-04,DEMAND GEN,DEMAND GEN,FUNDO,1582829,13650,24212.613655,4886,14,1,65,0.008623799538674108,0.35794871794871796,4.955508320712239,0.013303315595579205,0.0028653295128939827,1729.4724039285716,0.07142857142857142,24212.613655,306.48878044303797
592,2025-01-04,TIKTOK,TIKTOK,FUNDO,8159786,20887,47098.71999999998,16935,35,1,158,0.002559748503208295,0.8107914013501221,2.781146737525833,0.009329790374963095,0.002066725715972837,1345.6777142857136,0.02857142857142857,47098.71999999998,244.03481865284962
593,2025-01-04,DEMAND GEN,DEMAND GEN,MEIO,7971631,293216,20648.640167,90629,16,1,74,0.036782435112714076,0.3090861344537815,0.22783700765759307,0.0008165156848249456,0.00017654393185404231,1290.5400104375,0.0625,20648.640167,0.07042125998240206
594,2025-01-04,SEARCH,GENERICA,FUNDO,58005,3629,10770.524208999996,4197,87,16,451,0.06256357210585295,1.156516946817305,2.5662435570645687,0.10745770788658565,0.020729092208720514,123.79912883908041,0.1839080459770115,673.1577630624997,20.01956172676579
595,2025-01-04,SEARCH,MARCAS,FUNDO,35765,14069,16621.750575000002,13727,481,8,2032,0.39337340975814344,0.975691236050892,1.2108800593720406,0.14802943104829897,0.03504043126684636,34.55665400207901,0.016632016632016633,2077.7188218750002,6.6143058396339045
599,2025-01-04,SEARCH,MICROSOFT,FUNDO,49900,1885,6133.8600000000015,1755,48,6,222,0.03777555110220441,0.9310344827586207,3.495076923076924,0.1264957264957265,0.02735042735042735,127.78875000000004,0.125,1022.3100000000003,22.718000000000007
601,2025-01-04,SEARCH,OPORTUNIDADES,FUNDO,74346,3524,24847.724216,2797,61,2,371,0.0473999946197509,0.7937003405221339,8.883705475867,0.13264211655345012,0.021809081158383984,407.3397412459016,0.03278688524590164,12423.862108,57.517880129629624
602,2025-01-04,META,META,FUNDO,10950406,55328,115456.01000499999,26688,427,6,2053,0.005052598049789204,0.48235974551764027,4.326139463616606,0.0769259592326139,0.015999700239808155,270.3887822131147,0.01405152224824356,19242.668334166665,46.55484274395161
603,2025-01-04,PMAX,PMAX,FUNDO,1433520,42879,170047.98042999997,28688,393,4,1738,0.029911685919973213,0.6690454534853891,5.927495134899608,0.06058282208588957,0.013699107640825433,432.69206216284977,0.010178117048346057,42511.99510749999,79.79726908962927
605,2025-01-04,SEARCH,CURSOS,FUNDO,147932,8339,26444.898304999995,6344,113,17,580,0.056370494551550715,0.7607626813766639,4.168489644546027,0.0914249684741488,0.017812105926860024,234.02564871681412,0.1504424778761062,1555.5822532352938,38.160026414141406
607,2025-01-04,META,META,TOPO,9646287,37888,33547.95,8884,2,1,5,0.00392772887640602,0.23448057432432431,3.776221296713192,0.0005628095452498874,0.00022512381809995497,16773.975,0.5,33547.95,3.477809648417054e-06
610,2025-01-03,SEARCH,OPORTUNIDADES,FUNDO,83546,5138,29664.565320999995,3469,92,3,458,0.061499054413137674,0.6751654340210198,8.55133044710291,0.13202652061112713,0.026520611127125972,322.4409274021738,0.03260869565217391,9888.188440333332,53.93557331090908
613,2025-01-03,SEARCH,GENERICA,FUNDO,100748,6616,21204.824211000006,6787,157,16,820,0.0656687973954818,1.0258464328899637,3.124329484455578,0.12081921320170914,0.023132459113010165,135.06257459235673,0.10191082802547771,1325.3015131875004,21.70401659263051
615,2025-01-03,TIKTOK,TIKTOK,FUNDO,8572505,21593,47007.850000000006,18116,25,2,134,0.0025188670056185444,0.8389755939424813,2.5948250165599474,0.007396776330315743,0.001379995584014131,1880.3140000000003,0.08,23503.925000000003,295.646855345912
616,2025-01-03,DEMAND GEN,DEMAND GEN,FUNDO,1995838,14125,23049.152712,4552,14,1,80,0.007077227710866313,0.32226548672566374,5.063522124780317,0.01757469244288225,0.0030755711775043936,1646.3680508571429,0.07142857142857142,23049.152712,245.20375225531913
618,2025-01-03,DEMAND GEN,DEMAND GEN,MEIO,9555674,351544,24035.270891,104696,17,1,93,0.03678903235920355,0.29781762738092526,0.2295720074405899,0.0008882860854282877,0.0001623748758309773,1413.8394641764705,0.058823529411764705,24035.270891,0.06837059056903261
619,2025-01-03,SEARCH,MARCAS,FUNDO,55561,21344,24519.986188000003,20136,771,12,3131,0.3841543528734184,0.9434032983508246,1.2177188214143824,0.1554926499801351,0.0382896305125149,31.802835522697798,0.01556420233463035,2043.3321823333335,6.283953405433112
622,2025-01-03,META,META,FUNDO,8264073,47982,118239.03999900002,21797,386,4,1937,0.005806095856123246,0.454274519611521,5.424555672753132,0.08886544019819241,0.017708859017295957,306.3187564740933,0.010362694300518135,29559.759999750004,50.89928540637108
624,2025-01-03,SEARCH,MICROSOFT,FUNDO,46473,2830,7620.99,2714,94,6,383,0.06089557377401932,0.9590106007067137,2.8080287398673542,0.14112011790714812,0.034635224760501106,81.07436170212766,0.06382978723404255,1270.165,15.97691823899371
625,2025-01-03,PMAX,PMAX,FUNDO,1339193,53988,149064.31234999996,33183,538,6,2195,0.040313830792126304,0.6146365859079795,4.492189143537352,0.06614832896362595,0.016213121176506043,277.07121254646836,0.011152416356877323,24844.052058333327,54.54237553969995
627,2025-01-03,SEARCH,CURSOS,FUNDO,109987,6459,19694.60029200001,8345,180,34,818,0.05872512205987981,1.2919956649636166,2.360047967884962,0.09802276812462553,0.02156980227681246,109.41444606666673,0.18888888888888888,579.2529497647062,19.734068428857725
630,2025-01-02,PMAX,PMAX,FUNDO,1050877,39737,143745.92362400002,27966,562,6,2356,0.03781317889724487,0.7037773359840954,5.140024444825861,0.08424515483086605,0.0200958306515054,255.77566481138794,0.010676156583629894,23957.653937333336,49.261796992460596
633,2025-01-02,META,META,MEIO,4739044,54721,10460.630000000001,34437,1,1,2,0.011546843625001161,0.6293196396264689,0.3037613613264803,5.8077068269593754e-05,2.9038534134796877e-05,10460.630000000001,1.0,10460.630000000001,0.19116299044242616
634,2025-01-02,SEARCH,OPORTUNIDADES,FUNDO,91763,4631,26170.371981999997,3288,84,4,419,0.050466963808942604,0.7099978406391708,7.959358875304135,0.1274330900243309,0.025547445255474453,311.5520474047619,0.047619047619047616,6542.592995499999,52.028572528827034
635,2025-01-02,SEARCH,CURSOS,FUNDO,242941,16156,55313.23721499998,13858,396,44,1712,0.06650174322160525,0.8577618222332261,3.991430019844132,0.12353875018040121,0.028575552027709627,139.67989195707065,0.1111111111111111,1257.1190276136358,26.239676098197332
636,2025-01-02,SEARCH,MARCAS,FUNDO,55092,22071,21394.035424,20136,869,12,3365,0.40062077978653887,0.9123283947261112,1.062476928088995,0.16711362733412793,0.043156535558204215,24.619143180667436,0.01380897583429229,1782.8362853333335,5.052913420878602
637,2025-01-02,DEMAND GEN,DEMAND GEN,FUNDO,975558,5532,12132.495703,2004,13,1,49,0.005670600825373786,0.36225596529284165,6.0541395723552895,0.02445109780439122,0.006487025948103792,933.2689002307693,0.07692307692307693,12132.495703,195.68541456451615
638,2025-01-02,TIKTOK,TIKTOK,FUNDO,6311476,18672,31221.58999999999,14168,11,2,47,0.0029584205025892517,0.7587832047986289,2.2036695369847537,0.0033173348390739695,0.0007763975155279503,2838.3263636363627,0.18181818181818182,15610.794999999995,538.3032758620687
640,2025-01-02,DEMAND GEN,DEMAND GEN,MEIO,9436930,346459,22657.49128,96156,29,1,116,0.03671310479149469,0.2775393336585281,0.23563263114106242,0.0012063729772453097,0.0003015932443113274,781.2928027586206,0.034482758620689655,22657.49128,0.06539732343509622
641,2025-01-02,SEARCH,MICROSOFT,FUNDO,39063,2949,5908.2599999999975,2779,97,6,428,0.07549343368404884,0.9423533401152934,2.1260381432169835,0.15401223461676863,0.03490464195753868,60.90989690721647,0.061855670103092786,984.7099999999996,11.253828571428567
646,2025-01-02,META,META,FUNDO,6539445,42034,74676.67000099999,18067,194,3,977,0.006427762600648832,0.42981871818052053,4.1333187580118445,0.0540764930536337,0.010737809265511706,384.9312886649484,0.015463917525773196,24892.223333666665,63.77170794278394
647,2025-01-02,SEARCH,GENERICA,FUNDO,94955,6181,17516.379009,5945,155,17,704,0.06509399189089568,0.9618184759747613,2.946405215979815,0.1184188393608074,0.02607232968881413,113.00889683225806,0.10967741935483871,1030.3752358235295,20.39159372409779
649,2025-01-01,PMAX,PMAX,FUNDO,1703321,48558,79813.06998000001,22042,247,4,1003,0.02850783851076808,0.4539313810288727,3.6209540867434904,0.045504037746121044,0.01120587968423918,323.12983797570854,0.016194331983805668,19953.267495000004,63.850455984000014
652,2025-01-01,SEARCH,CURSOS,FUNDO,96740,6140,16797.033172000003,5066,115,26,536,0.06346909241265247,0.8250814332247557,3.315640183971576,0.10580339518357679,0.022700355309909197,146.06115801739134,0.22608695652173913,646.0397373846155,25.801894273425503
653,2025-01-01,SEARCH,GENERICA,FUNDO,27700,1742,4041.227386,1871,40,10,210,0.06288808664259928,1.074052812858783,2.1599291213254945,0.1122394441475147,0.021378941742383754,101.03068465,0.25,404.1227386,16.164909544
655,2025-01-01,DEMAND GEN,DEMAND GEN,MEIO,6771971,252277,12416.537954,58511,9,1,36,0.03725311286773083,0.2319315672851667,0.21220860956059542,0.0006152689237921075,0.00015381723094802686,1379.6153282222222,0.1111111111111111,12416.537954,0.04921787540679491
658,2025-01-01,META,META,FUNDO,8989737,55085,59820.200005,19744,94,3,481,0.006127542997086567,0.35842788417899607,3.0297913292645866,0.02436183144246353,0.004760940032414911,636.3851064361702,0.031914893617021274,19940.066668333333,104.03513044347825
662,2025-01-01,SEARCH,MICROSOFT,FUNDO,12013,726,2033.9399999999996,728,25,4,103,0.06043452925996837,1.002754820936639,2.793873626373626,0.14148351648351648,0.034340659340659344,81.35759999999999,0.16,508.4849999999999,15.890156249999997
665,2025-01-01,SEARCH,OPORTUNIDADES,FUNDO,36523,1642,9263.520839,1172,27,3,148,0.04495797168907264,0.7137637028014616,7.904028019624574,0.12627986348122866,0.02303754266211604,343.0933644074074,0.1111111111111111,3087.840279666667,52.93440479428572
668,2025-01-01,SEARCH,MARCAS,FUNDO,19926,8217,7543.254801,6914,276,6,1131,0.4123757904245709,0.8414263113058293,1.0910116865779578,0.16358113971651722,0.03991900491755858,27.33063333695652,0.021739130434782608,1257.2091335,5.361232978678038
